,depth_10_count,depth_1_count,depth_2_count,depth_3_count,depth_4_count,depth_5_count,depth_6_count,depth_7_count,depth_8_count,depth_9_count,total_go_terms
KXD1,0,0,0,0,1,0,0,0,0,0,1
DTNA,0,0,1,2,1,0,0,0,0,0,4
PPP2R5A,0,0,3,3,0,1,0,0,0,0,7
OPTN,0,0,2,0,1,3,1,1,0,0,8
SETMAR,0,0,0,0,0,1,0,0,0,0,1
OASL,0,0,2,0,0,0,0,0,0,0,2
CSNK1G3,0,0,1,1,0,1,0,0,0,0,3
PCGF5,0,0,0,1,0,2,1,0,0,0,4
EBNA1BP2,0,0,1,0,1,0,0,0,0,0,2
TLR3,0,0,3,2,1,1,1,1,1,0,10
TBK1,0,0,1,0,1,0,1,0,0,0,3
MCFD2,0,0,0,0,1,2,0,1,0,0,4
DTNB,0,0,1,2,1,2,0,0,0,0,6
ISG15,0,0,2,0,0,1,0,0,0,0,3
ACAN,0,0,2,1,0,1,0,1,0,0,5
PLA2G4A,0,0,1,0,2,5,0,0,0,0,8
STAM,0,0,0,0,1,0,0,1,0,0,2
RAB11A,0,0,0,1,2,3,3,2,0,0,11
HGS,0,0,0,0,0,0,1,3,2,0,6
SMYD4,0,0,1,0,0,1,0,0,0,0,2
SMYD1,0,0,1,0,0,1,0,0,0,0,2
SMYD2,0,0,1,0,0,1,0,0,0,0,2
IRF3,0,0,1,0,0,1,0,0,0,0,2
IRF7,0,0,1,0,0,1,1,0,0,0,3
PPM1B,0,0,1,0,0,1,0,0,0,0,2
PPM1A,0,0,1,1,0,1,0,0,0,0,3
NOTCH1,0,0,2,1,2,2,2,1,0,0,10
RNF14,0,0,1,0,1,1,1,0,0,0,4
RAPGEF2,0,0,3,1,1,0,1,0,0,0,6
MDM2,0,1,1,2,0,1,1,0,0,0,6
TNFRSF1A,0,0,3,2,1,1,0,0,0,0,7
EHMT1,0,0,1,0,0,1,0,0,0,0,2
EHMT2,0,0,0,0,0,1,0,0,0,0,1
SPSB3,0,0,0,0,0,1,1,0,0,0,2
ZMYND15,0,0,1,0,0,0,0,1,0,0,2
RHOBTB3,0,0,2,0,1,0,1,0,0,0,4
STAMBPL1,0,0,1,0,0,0,0,1,0,0,2
CBLL1,0,0,1,0,1,1,0,0,0,0,3
AP2M1,0,0,1,1,1,0,4,1,2,1,11
TCF20,0,0,0,0,0,1,0,0,0,0,1
TMEM59,0,0,0,1,0,4,1,3,0,0,9
SMYD5,0,0,1,0,0,0,0,0,0,0,1
PSMD11,0,0,3,0,0,1,0,0,0,0,4
PSMD13,0,0,4,0,0,1,0,0,0,0,5
PSMD12,0,0,4,0,0,0,1,0,0,0,5
ZNF44,0,0,0,0,0,1,0,0,0,0,1
EZH1,0,0,0,2,0,1,0,0,0,0,3
PRKG2,0,0,0,0,2,0,0,0,0,0,2
CHMP1B,0,0,1,3,0,1,3,2,2,1,13
FBXW7,0,0,2,1,0,5,0,0,0,0,8
SH3RF1,0,0,1,0,0,1,0,0,0,0,2
RAB14,0,0,2,2,3,1,2,5,0,1,16
ACVR2A,0,0,2,1,1,0,0,1,0,0,5
SKIL,0,0,2,0,0,1,0,0,0,0,3
TANK,0,0,1,0,0,0,1,0,0,0,2
CUL1,0,0,1,1,0,2,0,0,0,0,4
TRIM28,0,0,0,1,0,1,0,0,0,0,2
TRIM25,0,0,1,0,0,0,0,1,0,0,2
TRIM27,0,0,1,0,1,2,1,0,1,0,6
TRIM21,0,0,1,0,0,1,2,2,0,0,6
IHH,0,0,1,2,1,1,0,0,0,0,5
REP15,0,0,1,0,0,0,1,1,0,0,3
G2E3,0,0,0,0,1,3,0,0,0,0,4
RILPL2,0,0,2,2,1,0,0,0,0,0,5
MALT1,0,0,2,0,0,1,0,0,0,0,3
MBTPS1,0,0,0,0,2,3,0,0,0,0,5
GRB2,0,0,2,2,2,2,1,0,0,0,9
POLR2E,0,0,1,0,0,1,0,0,0,0,2
POLR2F,0,0,0,0,0,1,0,0,0,0,1
POLR2L,0,0,0,0,0,1,0,0,0,0,1
POLR2H,0,0,1,0,0,1,0,0,0,0,2
POLR2K,0,0,0,0,0,1,0,0,0,0,1
GTF3A,0,0,0,0,0,1,0,0,0,0,1
ASH1L,0,0,0,0,0,3,1,0,0,0,4
SHOX,0,0,0,0,1,1,0,0,0,0,2
GTF2H2,0,0,0,0,0,1,0,0,0,0,1
GTF2H4,0,0,0,0,1,1,0,0,0,0,2
TAB3,0,0,0,1,0,1,2,0,0,0,4
SUMO1,0,0,0,1,1,1,0,1,0,0,4
MIB1,0,0,2,2,0,0,1,0,0,0,5
TNFSF13B,0,0,5,1,1,0,0,0,0,0,7
AK3,0,0,1,0,0,1,0,0,0,0,2
OTUD7B,0,0,1,0,0,1,0,0,0,0,2
RNF121,0,0,0,0,1,1,0,0,0,0,2
EEPD1,0,0,0,1,0,0,0,0,0,0,1
SFTPB,1,0,2,0,1,0,0,1,0,1,6
C1orf162,0,0,1,0,0,0,0,0,0,0,1
UBLCP1,0,0,0,0,0,1,0,0,0,0,1
UBA52,0,0,2,1,1,2,5,1,0,0,12
CYB561,0,0,1,0,0,0,0,2,0,0,3
SKP2,0,0,0,0,0,1,0,0,0,0,1
CFLAR,0,0,1,0,0,1,0,0,0,0,2
HNRNPA0,0,0,0,0,0,1,0,0,0,0,1
ZNF792,0,0,0,0,0,1,0,0,0,0,1
WWP2,0,0,2,0,0,1,1,0,0,0,4
WWP1,0,0,1,2,0,1,1,0,0,0,5
SETDB1,0,0,1,0,1,2,0,0,0,0,4
AP2S1,0,0,2,1,2,0,1,0,2,1,9
CIT,0,0,1,0,0,0,0,0,0,0,1
UBA6,0,0,1,0,0,1,0,0,0,0,2
UBA1,0,0,1,0,0,1,1,0,0,0,3
UBE2K,0,0,1,0,0,1,0,0,0,0,2
UBE2O,0,0,2,0,0,1,0,0,0,0,3
UBE2A,0,0,0,0,0,0,0,1,1,0,2
UBE2C,0,0,0,1,0,1,0,0,0,0,2
UBE2B,0,0,1,1,0,1,0,0,0,0,3
UBE2Z,0,0,0,0,0,1,0,0,0,0,1
UBE2S,0,0,0,0,0,1,0,0,0,0,1
UBE2U,0,0,0,0,0,1,0,0,0,0,1
UBE2T,0,0,0,0,0,1,0,0,0,0,1
UBE2W,0,0,1,0,0,1,0,0,0,0,2
NBR1,0,0,3,0,1,0,2,2,0,0,8
IL5,0,0,2,0,0,0,0,0,0,0,2
IL2,0,0,2,0,0,0,0,0,0,0,2
DTX4,0,0,2,1,0,0,0,0,0,0,3
DTX1,0,0,1,0,0,0,0,0,0,0,1
BIRC6,0,0,2,1,1,1,0,0,0,0,5
POLR3A,0,0,2,0,0,2,0,0,0,0,4
TLR2,0,0,2,1,2,1,1,1,0,0,8
TLR1,0,0,2,1,1,1,0,1,0,0,6
TLR6,0,0,1,1,1,1,0,1,0,0,5
TLR4,0,0,3,2,1,0,1,0,1,0,8
TLR5,0,0,0,1,0,0,0,0,0,0,1
TLR9,0,0,2,1,3,2,1,2,2,0,13
ARID4A,0,0,0,1,1,1,0,0,0,0,3
ARID4B,0,0,0,0,1,1,0,0,0,0,2
UBXN7,0,0,0,1,0,1,0,0,0,0,2
SDCBP,0,0,4,1,3,3,1,0,1,0,13
TP63,0,0,2,0,0,1,0,0,0,0,3
RAB8A,0,0,0,2,1,5,2,4,0,2,16
SIL1,0,0,1,0,0,2,0,0,0,0,3
USP10,0,0,1,0,0,3,1,0,0,0,5
USP14,0,0,1,1,0,1,2,0,0,0,5
USP15,0,0,1,0,0,2,0,0,0,0,3
USP19,0,0,1,0,1,0,0,0,0,0,2
ZNF773,0,0,0,0,0,1,0,0,0,0,1
TSPYL1,0,0,1,0,0,1,0,0,0,0,2
REL,0,0,1,1,0,1,0,0,0,0,3
ARMCX3,0,0,0,0,0,1,2,0,0,0,3
CYLD,0,0,1,2,0,0,0,0,0,0,3
UBL4B,0,0,1,0,0,0,0,0,0,0,1
UBL4A,0,0,2,0,0,1,0,0,0,0,3
UBQLNL,0,0,1,0,0,0,0,0,0,0,1
TGFB1,0,0,4,2,0,2,0,0,0,0,8
YWHAQ,0,0,2,0,0,1,1,0,0,0,4
CHRM3,0,0,0,2,3,2,0,0,0,0,7
RUNX2,0,0,2,0,0,1,0,0,0,0,3
HACE1,0,0,1,0,1,3,0,0,0,0,5
CARHSP1,0,0,1,0,0,1,0,1,0,0,3
DNAJC1,0,0,2,1,2,1,0,0,0,0,6
CORO1B,0,0,2,1,0,0,1,0,0,0,4
CORO1A,0,0,2,1,0,0,1,1,0,0,5
COG2,0,0,0,1,2,1,0,0,0,0,4
GSK3A,0,0,3,1,0,3,2,0,0,0,9
UBD,0,0,1,0,0,1,0,0,0,0,2
UBB,0,0,2,1,1,1,4,0,0,0,9
UBC,0,0,2,1,1,1,4,0,0,0,9
KBTBD2,0,0,1,0,0,0,1,0,0,0,2
RBM24,0,0,0,0,0,1,0,0,0,0,1
RFWD3,0,0,1,0,0,1,1,0,0,0,3
KCNJ11,0,0,1,1,0,1,0,1,0,0,4
AR,0,0,2,1,0,1,0,1,0,0,5
TAX1BP1,0,0,2,0,0,0,3,0,0,0,5
TNFSF11,0,0,3,1,0,0,0,0,0,0,4
BBOX1,0,0,0,0,0,1,1,0,0,0,2
MC3R,0,0,1,1,0,0,0,0,0,0,2
RNF25,0,0,0,0,0,1,1,0,0,0,2
UBE2V1,0,0,2,0,1,1,1,0,0,0,5
UBE2V2,0,0,1,0,1,2,1,0,0,0,5
ATN1,0,0,2,1,0,1,0,0,0,0,4
SNX3,0,0,1,1,0,0,2,1,0,0,5
DYNLL2,0,0,1,2,1,1,1,0,0,0,6
FANCD2,0,0,1,1,0,1,1,0,0,0,4
C1QBP,0,0,3,1,0,3,0,0,0,0,7
GABARAPL1,0,0,0,1,1,3,1,0,0,0,6
GABARAPL2,0,0,1,0,1,2,2,0,0,0,6
QKI,0,0,0,0,0,1,0,1,0,0,2
RSPO3,0,0,2,0,0,0,0,0,0,0,2
RSPO2,0,0,2,0,0,0,0,0,0,0,2
RSPO1,0,0,2,0,0,1,0,0,0,0,3
RSPO4,0,0,2,0,0,0,0,0,0,0,2
IFNB1,0,0,2,0,0,0,0,0,0,0,2
LIMK1,0,0,2,0,0,2,0,1,0,0,5
C1orf185,0,0,1,0,0,0,0,0,0,0,1
PTPN23,0,0,1,0,1,1,1,0,0,0,4
KMT2C,0,0,0,0,0,1,0,0,0,0,1
KMT2B,0,0,0,0,0,1,1,0,0,0,2
KMT2D,0,0,0,0,0,1,0,0,0,0,1
YY1AP1,0,0,1,0,0,1,0,0,0,0,2
PHLPP2,0,0,2,0,0,1,1,0,0,0,4
CRLS1,0,0,0,0,0,1,0,0,0,0,1
AQR,0,0,1,0,0,1,0,0,0,0,2
FSHR,0,0,1,1,0,0,0,0,0,0,2
ACTL6A,0,0,1,2,0,6,0,0,0,0,9
TLR8,0,0,0,2,1,1,1,0,1,0,6
ORC5,0,0,0,1,0,1,0,0,0,0,2
LAPTM5,0,1,2,1,0,0,1,3,0,0,8
CBLC,0,0,0,1,1,0,0,0,0,0,2
CBLB,0,0,0,1,1,0,0,0,0,0,2
SAR1B,0,0,1,0,2,0,0,2,0,0,5
CORO1C,0,0,2,2,1,1,1,0,0,0,7
UNK,0,0,1,0,0,0,0,0,0,0,1
FIZ1,0,0,2,0,0,1,0,0,0,0,3
PIN4,0,0,1,1,0,2,0,0,0,0,4
RNF32,0,0,2,0,0,0,0,0,0,0,2
FAU,0,0,2,0,0,1,1,0,0,0,4
MRPL36,0,0,0,0,0,1,1,0,0,0,2
COPS5,0,0,2,0,0,1,0,0,0,0,3
NDFIP1,0,0,2,1,0,4,1,0,0,0,8
DYNLL1,0,0,2,3,1,2,0,2,0,0,10
CHEK2,0,0,1,0,0,2,0,0,0,0,3
SLC7A6OS,0,0,1,0,0,1,0,0,0,0,2
PSMA7,0,0,1,0,0,1,1,0,0,0,3
PSMA8,0,0,1,0,0,1,1,0,0,0,3
FBXO44,0,0,1,0,0,0,0,0,0,0,1
ATG16L1,0,0,0,2,0,1,1,0,1,0,5
UBR1,0,0,1,0,1,0,0,0,0,0,2
TBRG1,0,0,0,0,0,1,0,0,0,0,1
IL1R1,0,0,3,2,0,0,0,0,0,0,5
SNCG,0,0,2,3,0,2,1,0,0,0,8
RNF125,0,0,0,0,1,1,0,0,0,0,2
NFKB2,0,0,1,0,0,1,0,0,0,0,2
SIAH1,0,0,1,0,0,1,0,0,0,0,2
PDZRN3,0,0,1,0,1,0,0,0,0,0,2
HSPBP1,0,0,1,0,0,1,0,0,0,0,2
IFNG,0,0,2,0,0,0,0,0,0,0,2
OSBPL9,0,0,1,0,1,1,0,1,0,0,4
EEF1A1,0,0,4,1,1,3,2,0,0,0,11
TRIP12,0,0,0,0,0,1,0,0,0,0,1
DNAL4,0,0,1,1,0,0,0,0,0,0,2
CDKN2C,0,0,1,0,0,1,0,0,0,0,2
RNF141,0,0,1,0,0,0,0,0,0,0,1
GPR132,0,0,0,1,0,0,0,0,0,0,1
TRPS1,0,1,1,0,0,1,0,0,0,0,3
GSKIP,0,0,1,0,0,1,0,0,0,0,2
SETD1B,0,0,1,0,0,2,0,1,0,0,4
CASK,0,0,5,1,3,3,0,0,0,0,12
SQSTM1,0,0,3,0,3,1,1,1,1,1,11
PYGB,0,0,3,0,0,0,1,0,0,0,4
FAF1,0,0,1,1,0,2,0,0,0,0,4
TCEANC2,0,0,0,0,0,1,0,0,0,0,1
TNPO2,0,0,1,0,0,1,0,0,0,0,2
RPF1,0,1,3,2,3,2,1,0,0,0,12
MRPL52,0,0,0,0,0,1,1,0,0,0,2
TRAF3IP1,0,0,2,1,0,0,0,0,0,0,3
ZNF350,0,0,1,0,0,1,0,0,0,0,2
SOAT1,0,0,1,0,1,1,0,0,0,0,3
NEDD8,0,0,1,0,0,1,1,0,0,0,3
AREL1,0,0,1,0,0,0,0,0,0,0,1
RIOK3,0,0,1,0,1,0,0,0,0,0,2
VCPKMT,0,0,1,0,0,0,0,0,0,0,1
TRIM4,0,0,1,1,0,0,0,0,0,0,2
CSF2,0,0,2,1,1,1,0,0,0,0,5
DDX58,0,0,1,0,0,1,1,0,0,0,3
UBE2E1,0,0,0,0,0,1,0,0,0,0,1
UBE2E3,0,0,0,0,0,1,0,0,0,0,1
UBE2E2,0,0,0,0,0,1,0,0,0,0,1
TRIM31,0,0,1,0,0,0,0,0,0,0,1
FRAS1,0,0,0,1,1,0,0,0,0,0,2
GTF2A2,0,0,0,0,1,1,0,0,0,0,2
NCOA7,0,0,0,0,0,1,0,0,0,0,1
NOD2,0,0,1,2,1,2,0,0,0,0,6
CALD1,0,0,0,1,1,0,1,0,0,0,3
RNF181,0,0,1,0,0,0,0,0,0,0,1
BMPR2,0,0,2,1,2,1,0,0,0,0,6
NEDD4L,0,0,1,0,1,1,1,0,0,1,5
GFM2,0,0,0,0,0,1,0,0,0,0,1
TERT,0,0,0,2,1,3,2,1,0,0,9
SETD1A,0,0,2,0,0,1,0,0,0,0,3
AKT1,0,0,3,2,1,1,1,0,0,0,8
XIAP,0,0,1,0,0,1,0,0,0,0,2
STAMBP,0,0,0,1,0,1,1,1,1,0,5
TLR10,0,0,2,1,0,0,0,0,0,0,3
MRPS33,0,0,0,0,0,1,1,0,0,0,2
PAIP1,0,0,3,0,0,0,0,0,0,0,3
SLC35E1,0,0,1,0,0,1,0,0,0,0,2
G3BP1,0,0,2,0,0,1,0,1,0,0,4
G3BP2,0,0,1,0,0,0,0,1,0,0,2
TTC39A,0,0,0,1,0,0,0,0,0,0,1
IRAK1,0,0,1,1,0,1,1,0,0,0,4
RPS27A,0,0,3,1,1,3,5,0,0,0,13
KDM2A,0,0,0,0,0,1,0,0,0,0,1
SLC25A48,0,0,0,0,0,2,0,0,0,0,2
EI24,0,0,1,0,2,2,0,0,0,0,5
EPS15,0,0,2,1,3,1,0,1,0,0,8
ZNF462,0,0,0,0,0,1,0,0,0,0,1
HUWE1,0,0,3,0,0,3,1,0,0,0,7
CHMP2A,0,0,3,3,0,1,2,2,2,1,14
RNF111,0,0,1,0,0,1,1,0,0,0,3
RFC1,0,0,0,1,2,2,1,0,0,0,6
NLRP4,0,0,1,0,0,0,0,0,0,0,1
UBE2I,0,0,2,2,1,1,0,0,0,0,6
MAGI1,0,0,2,1,2,0,1,0,0,0,6
NFE2,0,0,1,1,0,1,1,0,0,0,4
SEC23B,0,0,3,0,1,2,0,0,0,0,6
RABGEF1,0,0,0,0,0,1,0,2,1,0,4
PSMD14,0,0,1,0,0,1,0,0,0,0,2
TRIM72,0,0,1,0,0,1,0,0,0,0,2
SUV39H1,0,0,1,2,1,2,1,0,0,0,7
SUV39H2,0,0,0,1,0,1,0,0,0,0,2
SPATA2L,0,0,1,0,0,0,0,0,0,0,1
RBBP8,0,0,0,2,1,1,0,0,0,0,4
SCAMP2,0,0,1,0,2,1,1,1,0,0,6
TSPAN3,0,0,0,1,0,0,1,0,0,0,2
LNX1,0,0,1,0,0,0,0,0,0,0,1
GON4L,0,0,0,0,0,1,0,0,0,0,1
HSP90AA1,0,0,6,2,5,2,2,0,1,0,18
YPEL5,0,0,1,1,0,1,0,0,0,0,3
RAB3B,0,0,2,1,0,1,1,1,1,1,8
PCSK1,0,0,3,0,2,0,0,1,0,0,6
PPP2R2D,0,0,1,0,0,0,0,0,0,0,1
XPO7,0,0,1,0,0,1,0,0,0,0,2
EEA1,0,0,0,0,0,0,1,1,0,0,2
TRIM11,0,0,1,0,0,0,0,0,0,0,1
TRIM17,0,0,1,0,0,0,0,1,0,0,2
SERINC1,0,0,1,1,1,0,0,0,0,0,3
EPS8L1,0,0,0,1,0,1,1,0,0,0,3
GPCPD1,0,0,1,0,0,0,0,0,0,0,1
UBE2D3,0,0,0,1,0,1,2,0,0,0,4
PHF20,0,0,0,0,1,0,0,0,1,0,2
ISY1,0,0,1,0,2,1,0,0,0,0,4
OTUB1,0,0,0,0,0,0,1,0,0,0,1
OTUB2,0,0,0,0,0,1,0,0,0,0,1
AXIN2,0,0,1,3,0,1,0,0,0,0,5
AXIN1,0,0,4,1,0,1,1,0,0,0,7
POLR3B,0,0,1,0,0,1,0,0,0,0,2
POLR3H,0,0,0,1,1,0,0,0,0,0,2
DNMT1,0,0,0,0,0,1,0,1,0,0,2
TMEM176B,0,0,0,0,1,0,0,0,0,0,1
TMEM127,0,0,2,1,0,0,0,0,0,0,3
USP8,0,0,1,1,1,1,1,0,0,0,5
NUP54,0,0,0,3,1,0,0,0,0,0,4
RNF24,0,0,0,0,0,2,0,0,0,0,2
TRIM38,0,0,1,0,0,0,0,0,0,0,1
RCN2,0,0,0,0,0,2,0,0,0,0,2
ZNF629,0,0,0,0,0,1,0,0,0,0,1
PPIL2,0,0,1,1,1,2,0,0,0,0,5
TRAF3,0,0,1,0,2,1,2,0,0,0,6
TRAF4,0,0,2,1,0,2,1,0,0,0,6
TRAF5,0,0,1,1,1,1,0,0,0,0,4
COMMD1,0,0,1,0,0,1,1,1,0,0,4
UCKL1,0,0,1,0,0,1,0,0,0,0,2
POLR1A,0,0,0,0,0,1,0,0,0,0,1
POLR1B,0,0,0,0,0,1,0,0,0,0,1
POLR1C,0,0,1,0,0,1,0,0,0,0,2
POLR1E,0,0,1,0,0,2,0,0,0,0,3
JAK2,0,0,2,2,3,4,1,0,0,0,12
JAK3,0,0,1,2,2,0,0,0,0,0,5
COL10A1,0,0,2,0,1,1,0,0,0,0,4
RS1,0,0,2,3,1,0,0,0,0,0,6
IKBKG,0,0,1,0,1,1,0,0,0,0,3
IKBKE,0,0,1,0,1,1,1,0,0,0,4
IMPA2,0,0,1,0,0,0,0,0,0,0,1
CHFR,0,0,0,0,0,1,0,0,0,0,1
TAB2,0,0,1,1,0,0,1,1,0,0,4
ASF1B,0,0,1,0,0,1,0,0,0,0,2
MAP3K2,0,0,1,0,0,0,0,0,0,0,1
MAP3K3,0,0,1,0,0,0,0,0,0,0,1
SETD2,0,0,1,0,0,1,0,0,0,0,2
SETD7,0,0,0,0,0,1,0,0,0,0,1
RABL2A,0,0,1,0,0,0,0,0,0,0,1
MAST3,0,0,1,0,0,0,0,0,0,0,1
FAIM,0,0,1,0,0,0,0,0,0,0,1
ZFYVE9,0,1,0,0,1,0,0,1,0,0,3
ZNF569,0,0,0,0,0,1,0,0,0,0,1
TRAF1,0,0,1,0,0,0,0,0,0,0,1
TRAF6,0,0,2,2,3,2,1,0,0,0,10
HTT,0,0,3,2,2,7,1,0,0,0,15
DUSP2,0,0,1,0,1,1,0,0,0,0,3
CNTN2,0,0,4,2,0,2,0,0,0,0,8
TBC1D17,0,0,0,0,0,0,1,0,0,0,1
SCCPDH,0,0,2,0,0,1,0,0,0,0,3
GTF2F2,0,0,0,0,1,1,0,0,0,0,2
SCGN,0,0,3,2,0,2,1,0,0,0,8
SULT1A4,0,0,1,0,0,0,0,0,0,0,1
VTA1,0,0,0,0,1,0,2,0,0,1,4
OTUD5,0,0,0,0,0,1,0,0,0,0,1
LAPTM4A,0,0,0,0,0,1,0,2,0,0,3
EGFR,0,0,4,1,8,5,1,1,1,0,21
AARSD1,0,0,1,0,0,1,0,0,0,0,2
CXCR4,0,1,1,3,0,0,2,1,0,0,8
EXOC7,0,0,5,2,0,0,0,0,0,0,7
USP24,0,0,1,0,0,1,0,0,0,0,2
PSMD6,0,0,2,0,0,0,0,0,0,0,2
USP22,0,0,1,0,0,1,0,0,1,0,3
USP20,0,0,2,1,0,1,0,0,0,0,4
KMT2A,0,0,0,0,0,1,0,0,0,0,1
ZNF763,0,0,0,0,0,1,0,0,0,0,1
MYH6,0,0,3,1,0,1,1,0,0,0,6
MYH7,0,0,2,1,0,1,0,0,0,0,4
PHF11,0,0,0,0,1,1,0,0,0,0,2
ZNF711,0,0,1,0,0,1,0,0,0,0,2
EZH2,0,0,0,2,0,1,1,0,0,0,4
CUL4A,0,0,1,0,0,1,0,0,0,0,2
NEDD4,0,1,3,2,2,2,1,0,0,0,11
AQP9,0,0,1,1,2,2,0,0,0,0,6
MIB2,0,0,1,1,0,0,0,0,0,0,2
STX3,0,0,2,3,2,2,1,1,0,0,11
MED26,0,0,0,0,1,1,0,0,0,0,2
CDK5R2,0,0,2,2,1,0,0,2,0,0,7
RBM38,0,0,0,0,0,1,0,0,0,0,1
STAM2,0,0,1,1,1,0,0,2,0,0,5
ABI2,0,0,1,0,1,2,0,0,0,0,4
DNM1,0,0,1,3,0,1,2,0,0,1,8
DNM3,0,0,3,2,0,1,2,0,0,0,8
UBQLN2,0,0,1,1,0,1,2,0,0,0,5
UBQLN3,0,0,1,0,0,0,0,0,0,0,1
UBQLN1,0,0,2,1,0,1,1,0,0,0,5
UBQLN4,0,0,2,0,1,1,1,0,0,0,5
SLC26A1,0,0,1,1,1,0,0,0,0,0,3
UBL7,0,0,2,0,0,0,0,0,0,0,2
GABARAP,0,0,0,1,1,1,3,1,0,0,7
CBL,0,0,1,1,2,1,0,0,0,0,5
EFCAB2,0,0,2,0,0,0,0,0,0,0,2
PSMD4,0,0,1,0,0,1,0,0,0,0,2
PSMD1,0,0,3,0,0,2,0,0,0,0,5
PSMD3,0,0,3,0,0,1,1,0,0,0,5
PSMD2,0,0,3,0,0,2,1,0,0,0,6
SMYD3,0,0,0,0,0,1,0,0,0,0,1
RAD23A,0,1,1,0,1,2,0,0,0,0,5
KLF5,0,0,0,0,1,1,0,0,0,0,2
YIPF4,0,0,0,1,2,2,0,0,0,0,5
TCEANC,0,0,0,0,0,1,0,0,0,0,1
YPEL1,0,0,0,0,0,1,0,0,0,0,1
YPEL2,0,0,0,0,0,1,0,0,0,0,1
SLC24A1,0,0,1,3,0,0,0,0,0,0,4
USP2,0,0,3,1,0,0,0,0,0,0,4
USP4,0,0,1,0,0,1,0,1,0,0,3
RNF31,0,0,0,0,1,1,0,0,0,0,2
TPP2,0,0,1,0,0,0,0,0,0,0,1
GGA3,0,1,0,0,1,1,1,3,0,0,7
PRPSAP2,0,0,1,0,0,0,0,0,0,0,1
SETDB2,0,0,0,0,0,2,0,0,0,0,2
CORO2B,0,0,2,0,0,0,0,0,0,0,2
STK38,0,0,1,0,0,1,0,0,0,0,2
STAT1,0,0,3,1,1,1,0,0,0,0,6
MINK1,0,0,1,0,1,3,1,0,0,0,6
PHF6,0,0,0,0,0,1,0,0,0,0,1
TBC1D22B,0,0,0,0,0,1,0,0,0,0,1
PHF7,0,0,0,1,0,2,0,0,0,0,3
CSNK2A1,0,0,1,1,1,1,0,1,0,0,5
UBE2L6,0,0,1,0,0,1,0,0,0,0,2
UBE2L3,0,0,1,0,0,1,0,0,0,0,2
DNM2,0,0,4,3,0,4,2,1,0,0,14
RAD23B,0,0,0,0,0,1,0,0,0,0,1
SLC13A1,0,0,0,1,1,0,0,0,0,0,2
SLC13A4,0,0,0,1,0,0,0,0,0,0,1
RNF13,0,0,1,0,2,2,0,2,0,0,7
CDK13,0,0,2,0,0,2,0,0,0,1,5
TFAP2C,0,0,0,0,0,1,0,0,0,0,1
SLC35F5,0,0,1,0,0,0,0,0,0,0,1
SLC25A11,0,0,0,1,0,2,0,0,0,0,3
RDH10,0,0,2,0,1,1,0,0,0,0,4
ERF,0,0,0,1,0,1,0,0,0,0,2
RB1CC1,0,0,0,1,2,0,1,1,0,0,5
SLCO4A1,0,0,0,1,1,0,0,0,0,0,2
VAMP3,0,0,2,2,2,0,0,3,1,0,10
VAMP4,0,0,1,2,2,2,0,1,1,0,9
PGRMC1,0,0,4,3,1,2,1,1,0,0,12
ROPN1,0,0,1,0,0,2,0,0,0,0,3
ABTB1,0,0,1,1,1,0,0,0,0,0,3
PLEKHG3,0,0,0,0,0,1,0,0,0,0,1
SLC7A14,0,0,0,1,1,0,0,1,0,0,3
REM1,0,0,0,1,0,0,0,0,0,0,1
REM2,0,0,0,1,0,0,0,0,0,0,1
CAMK1,0,0,1,0,1,1,0,0,0,0,3
CAMK4,0,0,1,0,0,2,1,0,0,0,4
CEACAM5,0,0,3,1,2,0,1,0,0,0,7
GRIN1,0,0,2,3,3,1,2,0,0,0,11
SP1,0,0,6,2,0,1,0,0,0,0,9
CAMKV,0,0,1,2,0,1,0,0,0,0,4
MYO3B,0,0,3,0,0,0,0,0,0,0,3
MDK,0,0,1,0,0,0,0,0,0,0,1
ABCB1,0,0,2,1,2,0,1,0,0,0,6
ITGAM,0,0,1,2,0,2,2,2,0,0,9
SMAD9,0,0,2,0,1,1,0,0,0,0,4
SMAD1,0,0,3,1,1,2,0,1,0,0,8
COX4I2,0,0,0,0,1,1,1,0,0,0,3
TNK1,0,0,2,1,0,0,0,0,0,0,3
DPT,0,0,1,0,0,0,0,0,0,0,1
IPO11,0,0,0,1,0,0,0,0,0,0,1
TLN2,0,0,1,1,0,0,0,0,0,0,2
LRGUK,0,0,1,0,0,0,0,0,0,0,1
PNP,0,0,3,0,0,0,1,0,0,0,4
ANKFY1,0,0,2,0,1,0,2,1,0,0,6
CREBBP,0,0,3,0,0,1,1,0,0,0,5
PNN,0,0,1,1,0,1,0,0,0,0,3
KNDC1,0,0,1,0,0,0,0,0,0,0,1
APP,0,0,6,3,3,6,2,2,1,0,23
STAC3,0,0,1,1,1,0,0,0,0,0,3
DPYSL3,0,0,1,0,0,0,0,0,0,0,1
IGFBP3,0,0,2,1,1,2,0,0,0,0,6
HNRNPA1L2,0,0,1,0,1,0,0,0,0,0,2
GJA4,0,0,0,1,1,0,0,0,0,0,2
RUNX3,0,0,2,0,1,1,0,0,0,0,4
STMN1,0,0,2,0,1,0,1,0,0,0,4
MYO3A,0,0,2,0,0,0,0,0,0,0,2
EIF2B2,0,0,1,0,0,0,0,0,0,0,1
EIF2B1,0,0,2,1,0,0,0,0,0,0,3
MALRD1,0,0,0,0,0,2,0,0,0,0,2
